Row Type,Category,Variant,Item #,Text,Options (best -> worst) / URL,Scoring Notes / Source,Calculation
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",4,"Have you taken a mountaineering course or gone with a qualified guide to learn core technical skills — ice axe, crampon use, self-arrest, rope or glacier travel — before attempting this unguided?","Yes, formal course or guide training completed | Some instruction, but not comprehensive | Self-taught from videos/reading only | No technical training at all","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",5,"Is your planned objective appropriately scoped for a first attempt — a non-technical peak within your current skill level, not the hardest option available?","Yes, deliberately chosen well within my skill level | Mostly, though it has some harder sections | It's fairly ambitious for a first attempt | Haven't really thought about how it matches my skill level","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",6,"If your route crosses avalanche terrain, do you have avalanche safety training (like AIARE Level 1) and real competency with a beacon, shovel, and probe?","Yes, trained and genuinely competent with the gear | Some training, but rusty on the gear | Own the gear, but no formal training | No avalanche training, and route may cross avalanche terrain","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",7,Do you have a competent partner or team with matching skills and experience for roped or technical sections?,"Yes, a partner/team with matching skills and experience | Partner is less experienced than me, or vice versa | Going with people I haven't climbed with before | Planning to go solo on terrain that really calls for a partner","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",8,"Do you have a clear, pre-decided turnaround plan and the discipline to use it, regardless of how close you are to the summit?","Yes, specific turnaround criteria decided in advance | General idea, nothing specific | No real plan — I'll decide in the moment | I tend to push on regardless of warning signs","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",9,"Do you have wilderness first aid training (yours or a partner's), given how far this objective may be from professional help?","Yes, WFA/WFR trained (me or my partner) | Basic first aid only, nothing wilderness-specific | No formal training at all | Haven't thought about this","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",10,"Do you know how to read mountain weather — both pre-trip forecasts and in-field signs like cloud buildup, wind shifts, and pressure changes — well enough to make a real go/no-go call?","Yes — I check detailed forecasts beforehand and can read field signs to know when to turn back | I check forecasts beforehand, but wouldn't catch changing conditions in the field | Some general weather awareness, but nothing specific to this route or season | No real weather knowledge beyond a basic app forecast","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",1,"Have you built a solid aerobic base through consistent training, before adding race-pace intensity?","Yes, aerobic base first, then race-pace work added | Mostly, though intensity crept in early | Not really — mostly race-pace effort so far | No structured base-building at all","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",2,Can your weekly training hours support what ski mountaineering racing actually demands — building toward several hours a week as your race approaches?,"Yes, realistically building toward peak-week hours | Close, but would need real adjustments | Well under what's needed, and no plan to close the gap | Haven't worked out what my race actually demands","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",3,"Are you a confident, competent skier on ungroomed, off-piste, and expert-level terrain — not just groomed runs — since race courses often go off-piste?","Yes, fully comfortable on ungroomed/expert terrain | Reasonably comfortable, some terrain still challenges me | Mostly a groomed-run skier so far | Not confident off-piste at all","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",4,"Have you trained and practiced on your actual race gear — skis, boots, bindings — rather than planning to use it for the first time on race day?","Yes, multiple sessions on my actual race gear | A little time on it, not much | Only tried it briefly, or not at all | Planning to use unfamiliar gear on race day","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",5,Have you practiced your skin-to-ski transitions until they're fast and automatic?,"Yes, practiced repeatedly until automatic | A few practice runs, still a bit clumsy | Rarely practiced | Never practiced transitions at all","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",6,"Do you have a plan for managing fatigue and recovery if you're racing or training back-to-back, not just for a single event?","Yes, recovery planned as deliberately as training | General idea, nothing specific | No real plan for managing fatigue | Haven't thought about this","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",7,"Do you have real competency with mandatory avalanche safety gear — beacon, shovel, probe — not just ownership of it?","Yes, genuinely practiced and competent | Own the gear, but rusty on using it | Borrowed/rented gear, minimal practice | No real competency with this gear","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",8,"Do you understand the actual race format and course structure — transitions, mandatory gear checks, marked route — so race day isn't your first exposure to how it works?","Yes, researched the format and course structure | General idea of what to expect | Not really, planning to figure it out on the day | No idea what the race format actually involves","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",9,"Do you know how to read mountain weather signs — cloud buildup, wind shifts, temperature changes — well enough to make good calls about training days and backcountry conditions?","Yes — I actively read forecasts and field signs to inform my decisions | I check forecasts, but don't have strong field-reading skills | Some general awareness, but not specific to how weather affects snow and visibility | No real weather knowledge beyond a basic app forecast","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Medical & Injury History,,1,"Do you have any pre-existing medical conditions relevant to sustained endurance effort (heart, respiratory, metabolic, etc.)?","None | Yes, well-managed and cleared by a doctor for this event | Yes, and I haven't discussed this event with a doctor | Yes, and it's a known risk factor I haven't addressed","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Medical & Injury History,,2,"Have you had any injury or pain issues in the past 6 months, and are they fully resolved?","No injury or pain issues in the past 6 months | Had an issue, but it's fully resolved now | Ongoing issue, partially resolved or being managed | Current, unresolved injury or pain","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Medical & Injury History,,3,"Do you take medications or have allergies that need special consideration out on the trail (e.g. exercise-induced asthma, anaphylaxis)?","No | Yes, and I carry what I need, and anyone with me knows how to help | Yes, but I haven't planned for it during the event | Yes, and I don't have my medication with me during the event","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Medical & Injury History,,4,"Do you fall into a higher-risk age group for heat illness (under 15 or over 65), or have other age-related risk factors?","No | Yes, but I've accounted for it in pacing/cooling strategy | Yes, and I haven't adjusted my plan | Not sure / haven't considered it","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Medical & Injury History,,5,"Have you had a serious heat illness, hyponatremia, hypernatremia, rhabdomyolysis, or similar medical event during a long effort before?","No | Yes, mild, and I know my warning signs now | Yes, moderate to serious, and I have a plan to prevent it recurring | Yes, serious, and I haven't changed my approach","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Safety & Emergency Preparedness,,1,Have you told someone your trip plan and expected finish or return window?,"Yes, someone knows my plan and check-in points | Yes, in general terms | No, but I plan to | No | Not applicable — organized event with registration, bib tracking, and check-ins already in place","5 options, scored 0 (best) to 4 (worst); option 5 (""Not applicable — organized event with registration, bib tracking, and check-ins already in place"") is Not Applicable and scores as 0 (best), not by position",IF selected = option 5 (N/A): contribution = 0.  ELSE: contribution = selected_index ÷ 3  (selected_index counts from 0)
Question,Safety & Emergency Preparedness,,2,"Do you know where to find medical help — on-course aid stations and EMS, plus the nearest hospital or urgent care off-course — and the event's emergency contact number, if any?","Yes — I know on-course medical support, the nearest hospital/urgent care, and have any event emergency number saved | I know the on-course aid stations, but haven't looked into off-course hospitals, urgent care, or an emergency number | I have a rough idea, but haven't confirmed any of this | I haven't looked into this at all | Not applicable — organized event with on-course medical staff and established emergency protocols","5 options, scored 0 (best) to 4 (worst); option 5 (""Not applicable — organized event with on-course medical staff and established emergency protocols"") is Not Applicable and scores as 0 (best), not by position",IF selected = option 5 (N/A): contribution = 0.  ELSE: contribution = selected_index ÷ 3  (selected_index counts from 0)
Question,Safety & Emergency Preparedness,,3,"Do you carry ID/medical information (Road ID, medical bracelet, emergency contacts) while out there?",Always | Usually | Rarely | Never,"4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Safety & Emergency Preparedness,,4,"How confident are you recognizing the early warning signs of heat illness, hyponatremia, or hypothermia in yourself?",Very confident — I know the signs and what to do | Somewhat familiar | Vague idea | Not familiar at all,"4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Safety & Emergency Preparedness,,5,"For remote sections of the route, do you have a backup navigation/communication plan (map, charged phone, whistle, PLB)?","Yes, fully equipped | Partially equipped | Relying only on trail markings/signage | No backup plan","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Safety & Emergency Preparedness,,6,Do you know what to do if you or someone with you needs emergency help mid-event?,"Yes, clearly | Roughly | Not really | No idea","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Safety & Emergency Preparedness,,7,"How familiar are you with serious exertion-related conditions (rhabdomyolysis, hyperthermia, hypothermia, hypernatremia, hyponatremia, etc.) and exactly what to do if you or someone with you starts showing symptoms?","Very familiar — I know the symptoms and the exact steps to take for each | Familiar with the common ones, less sure on rarer ones like rhabdomyolysis | Vague general awareness — wouldn't know the exact steps | Not familiar with these at all","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Event Logistics & Support,,1,"Do you have a support plan in place — crew, pacer, or hiking partner, if applicable?","Yes, briefed and confirmed | Yes, but not fully briefed | Loosely planned | No plan, or haven't thought about it","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Event Logistics & Support,,2,Do you have a drop bag or resupply strategy?,"Yes, packed and planned by stop | Partially planned | Vague idea | No plan / not packed","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Event Logistics & Support,,3,"How familiar are you with checkpoints, aid stations, or resupply points along the way, and any cutoffs or mileage targets?",Very familiar — I've mapped my pace against cutoffs/targets | Generally familiar | Only vaguely aware | Not familiar at all,"4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Event Logistics & Support,,4,Do you have a communication/check-in plan with anyone supporting you?,"Yes, clear check-in points | General plan | Loose or unclear | No plan","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Mental Readiness & Pacing,,1,Is your pacing plan based on realistic training paces and the route profile?,"Yes, data-driven and realistic | Mostly, with some guesswork | Loosely planned | No plan — I'll go out and see how I feel","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Mental Readiness & Pacing,,2,Have you trained specifically for the fatigue and decision-making challenges of this distance (long efforts deep into fatigue)?,"Yes, extensively | Some exposure | Limited | None — this is a big step up in distance/duration for me","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Mental Readiness & Pacing,,3,Have you defined your own turn-around or stopping criteria ahead of time (what would make you call it)?,"Yes, clearly defined | Roughly in mind | Not really thought about it | No","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Mental Readiness & Pacing,,4,"How much experience do you have managing the mental low points of a long effort (night hours, low motivation stretches)?","Significant experience, know my strategies | Some experience | Limited | None","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Recovery Plan,,1,"Do you have a post-event recovery plan (nutrition, sleep, light movement) for the days after?","Yes, planned | General idea | Not really | No plan","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Recovery Plan,,2,"Do you have a plan for addressing any injury or issue that comes up during the event, afterward?",Yes — I know when/how I'd seek medical follow-up | General idea | Vague | No plan,"4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Recovery Plan,,3,Do you have a realistic return-to-training timeline planned post-event?,"Yes, planned with a gradual return | Rough idea | No real plan | I plan to jump back into hard training immediately","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Question,Recovery Plan,,4,Do you typically debrief or reflect on big efforts to capture lessons for next time?,"Yes, consistently | Sometimes | Rarely | Never","4 options, scored 0 (best) to 3 (worst)","contribution = selected_index ÷ 3  (selected_index counts from 0, so first option = 0, last = 3)"
Learn More - Article,Terrain & Route Profile,,,An Introduction to Downhill Trail Running Techniques,https://www.irunfar.com/an-introduction-to-downhill-trail-running-techniques,iRunFar,
Learn More - Video,Terrain & Route Profile,,,Run Fast Downhill | How to Run Technical Trails,https://www.youtube.com/watch?v=EIJ_4g4S6vA,YouTube,
Learn More - Article,Environment & Climate,,,Handle the Heat: Heat Acclimation for Endurance Running,https://www.irunfar.com/handle-the-heat-heat-acclimation-for-endurance-running,iRunFar,
Learn More - Video,Environment & Climate,,,Mountaineering 101: High Altitude & Acclimatization,https://www.youtube.com/watch?v=T_DLqHYafko,YouTube,
Learn More - Article,Gear & Tools,Ultramarathon,,4 Running Pole Techniques Trail and Ultrarunners Should Master,https://trainright.com/4-running-pole-techniques-trail-and-ultrarunners-should-master/,Jason Koop / CTS,
Learn More - Video,Gear & Tools,Ultramarathon,,How to Use Poles in Trail Running — The Ultimate Guide,https://www.youtube.com/watch?v=ljr5WltXKnM,YouTube,
Learn More - Article,Gear & Tools,Long-Distance Hike,,4 Running Pole Techniques Trail and Ultrarunners Should Master,https://trainright.com/4-running-pole-techniques-trail-and-ultrarunners-should-master/,Jason Koop / CTS,
Learn More - Video,Gear & Tools,Long-Distance Hike,,How to Use Poles in Trail Running — The Ultimate Guide,https://www.youtube.com/watch?v=ljr5WltXKnM,YouTube,
Learn More - Article,Gear & Tools,Mountaineering,,How to Use an Ice Axe for Mountaineering,https://www.rei.com/learn/expert-advice/how-to-use-an-ice-axe-for-mountaineering.html,REI Expert Advice,
Learn More - Video,Gear & Tools,Mountaineering,,Ice Axe Arrest / Self Arrest (Glenmore Lodge),https://www.youtube.com/watch?v=94QFImjdEAo,YouTube,
Learn More - Article,Gear & Tools,Ski Mountaineering (Skimo),,A Beginner's Guide to Skimo Racing,https://www.voile.com/blog/a-beginners-guide-to-skimo-racing/,Voile,
Learn More - Video,Gear & Tools,Ski Mountaineering (Skimo),,Fast Transition from Skiing to Skinning (Mike Foote / Uphill Athlete),https://www.youtube.com/watch?v=DIfaLT6MW8E,YouTube,
Learn More - Article,Nutrition & Hydration,,,Fueling for an Ultramarathon: A Complete Guide to Race Day Nutrition,https://relentlessforwardcommotion.com/fueling-for-an-ultramarathon-a-complete-guide-to-race-day-nutrition/,Relentless Forward Commotion,
Learn More - Video,Nutrition & Hydration,,,Inside a Pro-Level Ultrarunning Fueling Strategy,https://www.youtube.com/watch?v=N0bNkyFmoBc,YouTube,
Learn More - Article,Training & Fitness Readiness,6-12 Weeks Out (Build),,Muscular Endurance for Mountain Athletes: Why Your Legs Fail,https://uphillathlete.com/strength-training/muscular-endurance-for-mountain-athletes/,Uphill Athlete,
Learn More - Video,Training & Fitness Readiness,6-12 Weeks Out (Build),,Muscular Endurance Training with Uphill Athlete Coaches,https://www.youtube.com/watch?v=GlXUVUuIep0,YouTube,
Learn More - Article,Training & Fitness Readiness,3 Weeks Out (Taper),,Tapering for Ultrarunning: Boost Race Performance and Prevent Taper Tantrums,https://trainright.com/tapering-ultrarunning-prevent-taper-tantrum/,CTS,
Learn More - Video,Training & Fitness Readiness,3 Weeks Out (Taper),,Ultramarathon Taper Tips,https://www.youtube.com/watch?v=chfvgll_hS4,YouTube,
Learn More - Article,Training & Fitness Readiness,"Learn More if ""first ultra"" checked",,The New Ultramarathon Runner's Four Year Training Plan,https://trainright.com/new-ultramarathon-runner-four-year-training-plan/,Jason Koop / CTS,
Learn More - Video,Training & Fitness Readiness,"Learn More if ""first ultra"" checked",,Guide To Running Your First Ultramarathon,https://www.youtube.com/watch?v=bo7QzAGNfdo,YouTube,
Learn More - Article,Training & Fitness Readiness,"Learn More if ""first hike"" checked",,How to Train for a Thru-Hike: Getting Trail Ready,https://www.ula-equipment.com/2025/02/26/how-to-train-for-a-thru-hike/,ULA Equipment,
Learn More - Video,Training & Fitness Readiness,"Learn More if ""first hike"" checked",,"30 Tips for First Time Thru Hikers (After 17,000 miles)",https://www.youtube.com/watch?v=4_cIy2gVBAg,YouTube,
Learn More - Article,Training & Fitness Readiness,"Learn More if ""first mountaineering"" checked",,"How to Train for Alpinism: Building the Fitness for Long, Technical Mountain Days",https://uphillathlete.com/alpinism/how-to-train-for-alpinism/,Uphill Athlete,
Learn More - Video,Training & Fitness Readiness,"Learn More if ""first mountaineering"" checked",,Training for Mountaineering Webinar with Steve House,https://www.youtube.com/watch?v=V5TCSeYP6Wk,YouTube,
Learn More - Article,Training & Fitness Readiness,"Learn More if ""first skimo"" checked",,16-Week Basic Skimo Racing Training Plan,https://uphillathlete.com/training-plans/16-week-basic-skimo-racing-training-plan/,Uphill Athlete,
Learn More - Video,Training & Fitness Readiness,"Learn More if ""first skimo"" checked",,"How to Train for Skiing and Ski Mountaineering (Stomp It Pod, w/ Uphill Athlete)",https://www.youtube.com/watch?v=yYsgm8jf2Rk,YouTube,
Learn More - Article,Medical & Injury History,,,Warning Signs: Rhabdomyolysis in Trail Runners,https://www.trailrunnermag.com/nutrition/race-day-nutrition-nutrition/warning-signs/,Trail Runner Magazine,
Learn More - Video,Medical & Injury History,,,How Much Workout Is Too Much? — Rhabdomyolysis,https://www.youtube.com/watch?v=aDIvspLzj1g,YouTube,
Learn More - Article,Safety & Emergency Preparedness,,,Exercise-Associated Hyponatremia: The (Not So) Salty Truth,https://www.irunfar.com/exercise-associated-hyponatremia-the-not-so-salty-truth,iRunFar,
Learn More - Video,Safety & Emergency Preparedness,,,Recognizing and Treating Heat Illness and Heat Stroke,https://www.youtube.com/watch?v=gSnyIpeuR50,YouTube,
Learn More - Article,Event Logistics & Support,,,How to Crew Ultra Runners: A Complete Guide for Crew Members,https://www.trainingpeaks.com/blog/crewing-for-ultramarathon/,TrainingPeaks,
Learn More - Video,Event Logistics & Support,,,10 Tips for Crewing an Ultra Marathon,https://www.youtube.com/watch?v=FClpCNWjzcM,YouTube,
Learn More - Article,Mental Readiness & Pacing,,,Ultramarathon Pacing Strategies: Why Staying in the Moment Works,https://trainright.com/ultramarathon-pacing-strategies-staying-in-the-moment/,Jason Koop / CTS,
Learn More - Video,Mental Readiness & Pacing,,,Ultramarathon Pacing: 5 Science-Backed Strategies to Finish Strong,https://www.youtube.com/watch?v=HpOiy4oHQq4,YouTube,
Learn More - Article,Recovery Plan,,,Optimizing Recovery After an Ultramarathon,https://trainright.com/recovery-after-running-an-ultramarathon/,CTS,
Learn More - Video,Recovery Plan,,,How to Recover Fast After an Ultramarathon (5 Proven Tips),https://www.youtube.com/watch?v=te2IJ1w1LUI,YouTube,
Checklist Item Link,Terrain & Route Profile,,1,Add training sessions on terrain that matches the route's technicality and grade,https://www.irunfar.com/an-introduction-to-downhill-trail-running-techniques,,
Checklist Item Link,Terrain & Route Profile,,2,Study the elevation profile and route maps in detail,https://nolimitsendurance.com/how-to-read-an-elevation-profile/,,
Checklist Item Link,Terrain & Route Profile,,3,"Cover key sections of the actual route in training or recon, if possible",https://nolimitsendurance.com/how-to-read-an-elevation-profile/,,
Checklist Item Link,Terrain & Route Profile,,4,"Practice the specific technical skills the route demands (descending, scrambling, route-finding)",https://www.youtube.com/watch?v=EIJ_4g4S6vA,,
Checklist Item Link,Environment & Climate,,1,"Add dedicated heat, humidity, or altitude-specific sessions in the time you have left",https://www.irunfar.com/handle-the-heat-heat-acclimation-for-endurance-running,,
Checklist Item Link,Environment & Climate,,2,"If traveling to altitude, arrive at least a week early — or as close to start time as possible if that's not feasible",https://www.youtube.com/watch?v=T_DLqHYafko,,
Checklist Item Link,Environment & Climate,,3,Test cold or wet-weather gear and your layering system in similar conditions,https://trailrunner.com/trail-news/what-should-i-wear-how-to-layer-for-cold-weather-trail-runs/,,
Checklist Item Link,Environment & Climate,,4,"Pack a weather contingency plan for temperature swings, rain, or wind",https://trailrunner.com/trail-news/what-should-i-wear-how-to-layer-for-cold-weather-trail-runs/,,
Checklist Item Link,Gear & Tools,Ultramarathon,1,"Take poles, headlamp, and pack/vest on long training days before race day",https://trainright.com/4-running-pole-techniques-trail-and-ultrarunners-should-master/,,
Checklist Item Link,Gear & Tools,Ultramarathon,2,Break in footwear on terrain similar to the route,https://www.ultrapedestrian.com/how-to-break-in-trail-running-shoes/,,
Checklist Item Link,Gear & Tools,Ultramarathon,3,Pack backups for anything battery-powered or easy to lose,https://trainright.com/the-complete-ultramarathon-checklist-what-to-pack-for-race-day/,,
Checklist Item Link,Gear & Tools,Ultramarathon,4,"If overnight, test your full shelter/sleep system in conditions close to what's expected",https://trainright.com/the-complete-ultramarathon-checklist-what-to-pack-for-race-day/,,
Checklist Item Link,Gear & Tools,Long-Distance Hike,1,"Take poles, headlamp, and pack/vest on long training days before race day",https://trainright.com/4-running-pole-techniques-trail-and-ultrarunners-should-master/,,
Checklist Item Link,Gear & Tools,Long-Distance Hike,2,Break in footwear on terrain similar to the route,https://www.ultrapedestrian.com/how-to-break-in-trail-running-shoes/,,
Checklist Item Link,Gear & Tools,Long-Distance Hike,3,Pack backups for anything battery-powered or easy to lose,https://trainright.com/the-complete-ultramarathon-checklist-what-to-pack-for-race-day/,,
Checklist Item Link,Gear & Tools,Long-Distance Hike,4,"If overnight, test your full shelter/sleep system in conditions close to what's expected",https://trainright.com/the-complete-ultramarathon-checklist-what-to-pack-for-race-day/,,
Checklist Item Link,Gear & Tools,Mountaineering,1,"Match your technical gear — harness, rope, protection, ice axe, crampons — to your route's actual demands, not a generic list",https://aukcliff.com/blogs/news/beginner-mountaineering-guide,,
Checklist Item Link,Gear & Tools,Mountaineering,2,"Practice ice axe self-arrest, crampon technique, and rope systems until they're second nature, not just something you own",https://www.rei.com/learn/expert-advice/how-to-use-crampons.html,,
Checklist Item Link,Gear & Tools,Mountaineering,3,Fit-test your crampons on your actual mountaineering boots before the trip — a poor fit or heel lift causes real problems on technical terrain,https://www.alpineascents.com/blog/gear/how-to-fit-crampons/,,
Checklist Item Link,Gear & Tools,Mountaineering,4,"Pack backups for critical gear — headlamp batteries, a basic repair kit, extra layers",https://aukcliff.com/blogs/news/beginner-mountaineering-guide,,
Checklist Item Link,Gear & Tools,Mountaineering,5,Test your full layering system in conditions as close to your objective's as you can get beforehand,https://www.rei.com/learn/expert-advice/what-to-wear-mountaineering.html,,
Checklist Item Link,Gear & Tools,Mountaineering,6,"If your route crosses glaciated terrain, carry a crevasse rescue kit and practice the rescue systems before you need them",https://www.rei.com/learn/expert-advice/crevasse-rescue-skills.html,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),1,"Review your race's mandatory/recommended gear list — transceiver, shovel, probe, helmet — well before race day",https://www.usaskimo.org/what-to-expect-in-your-first-skimo-race/,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),2,"Train and race on your actual race setup — skis, boots, bindings, skins — not a general touring kit you've never really tested",https://www.voile.com/blog/a-beginners-guide-to-skimo-racing/,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),3,"Fit-test your race boots in both walk mode and ski mode before race day, not for the first time at the start line",https://www.voile.com/blog/a-beginners-guide-to-skimo-racing/,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),4,"Pack backups — extra skin glue or straps, a spare pole basket, layers for changing conditions",http://www.skintrack.com/tips-tricks-advice/6-tips-to-get-ready-for-your-first-ski-mountaineering-race/,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),5,Test your layering system across the full range — you'll run hot on the uphill and cold fast on the descent,https://www.switchbacktravel.com/info/layer-backcountry-skiing,,
Checklist Item Link,Gear & Tools,Ski Mountaineering (Skimo),6,"Practice with your beacon, shovel, and probe until you're genuinely competent, not just equipped",https://www.usaskimo.org/what-to-expect-in-your-first-skimo-race/,,
Checklist Item Link,Nutrition & Hydration,,1,"Test your fueling plan under conditions matching what's ahead (heat, altitude, humidity)",https://relentlessforwardcommotion.com/fueling-for-an-ultramarathon-a-complete-guide-to-race-day-nutrition/,,
Checklist Item Link,Nutrition & Hydration,,2,Lock in a tested calories/carbs-per-hour target,https://www.youtube.com/watch?v=N0bNkyFmoBc,,
Checklist Item Link,Nutrition & Hydration,,3,Narrow down 3–5 go-to foods you know you tolerate,https://relentlessforwardcommotion.com/fueling-for-an-ultramarathon-a-complete-guide-to-race-day-nutrition/,,
Checklist Item Link,Nutrition & Hydration,,4,"If multi-day, calculate a resupply/food-carry plan for the distance between stops",https://relentlessforwardcommotion.com/the-beginners-guide-to-packing-an-ultramarathon-drop-bag/,,
Checklist Item Link,Training & Fitness Readiness,6-12 Weeks Out (Build),1,Layer muscular endurance (loaded uphill work) on top of your aerobic base — not instead of your easy volume,https://uphillathlete.com/strength-training/muscular-endurance-for-mountain-athletes/,,
Checklist Item Link,Training & Fitness Readiness,6-12 Weeks Out (Build),2,Track weekly vertical gain/loss and compare it against the event's per-mile elevation demands,https://uphillathlete.com/strength-training/muscular-endurance-for-mountain-athletes/,,
Checklist Item Link,Training & Fitness Readiness,6-12 Weeks Out (Build),3,Build a general strength foundation before progressing into heavier loaded/uphill-specific work,https://uphillathlete.com/strength-training/strength-training-for-the-mountain-athlete/,,
Checklist Item Link,Training & Fitness Readiness,6-12 Weeks Out (Build),4,Push your longest efforts toward race-like time-on-feet and terrain over the coming weeks,https://www.youtube.com/watch?v=GlXUVUuIep0,,
